Set,Profile,expressivity,class_count,indiv_count,obj_property_count,dataproperty_count,datatypes_count,Cyclic Cls,HC_Cohesion,HC_MAX_DEPTH,HC_Max_Sibling,HC_Avg_Sibling,C_Tangledness,C_MaxTangledness,HP_Cohesion,P_Tangledness,P_MaxTangledness,HP_MAX_DEPTH,HP_Max_Sibling,HP_Avg_Sibling,OP_Cohesion,Onto_Cohesion,RRichness,AttRichness,UI,EUR,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,MaxACC,OntoCCDensity,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,avgValuesCard,LogestMCard,LogestLCard,LogestECard,Complement,OneOf,HasValue,HasSelf,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,SubClassOf,InverseObjectProperties,SubObjectPropertyOf,FunctionalObjectProperty,TransitiveObjectProperty,EquivalentClasses,DisjointClasses,SubPropertyChainOf,ObjectPropertyRange,ObjectPropertyDomain,DisjointUnion,ClassAssertion,DataPropertyRange,DataPropertyDomain,ObjectPropertyAssertion,DataPropertyAssertion,DifferentIndividuals,SymmetricObjectProperty,ReflexiveObjectProperty,InverseFunctionalObjectProperty,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,SubDataPropertyOf,FunctionalDataProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Train,EL,ALER,856,855,1,0,0,0,0.051,14,67,3.634,0.467,4,0,0,0,0,0,0,0,0.051,0,0,0,0,2992,2135,1279,855,1,59.906,40.047,0.047,0,1279,0,0,100,0,3,2.162,0,0,0,0,0,1,0.161845192,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.906,0,0,0,0,0,0,0.047,0,0,0,40.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,2995,1152,473,0,0,0.134,0.004,14,53,3.018,0.167,6,0.008,1.268,12,6,35,3.164,0,0.006,0.055,0,0,0,9494,6028,3899,1716,413,64.681,28.467,6.851,134,3765,0,3.437,96.563,0,4,2.131,0,7.212,0.174,0.26,18.75,2,0.086047705,8.495,0,59.314,0,0,0,0,0,0,0,0,0,32.191,0,0,0,0,0,0,0,0,0,0,41.709,64.681,0,6.719,0,0,0,0,0.133,0,0,0,20.04,0,0,3.683,0,1.294,0,0,0,0,3.451,0,0,0,0,0,0
Train,EL,ALR,35,55,56,0,0,9.692,0.125,3,7,3.25,0,1,0.013,0,1,2,4,3.333,0,0.069,0,0,0,0,267,177,96,70,11,54.237,39.548,6.215,50,46,0,52.083,47.917,0,3,2.719,0,0,0,0,0,1,0.729166667,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.429,54.237,0,5.65,0,0,0,0,0.565,0,0,0,31.073,0,0,8.475,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,65415,0,54,0,0,0,0,33,15802,20.039,0.008,5,0.052,0,1,3,15,7.2,0,0.026,0,0,0,0,329873,264405,264357,0,48,99.982,0,0.018,1,264356,0,0,100,0,4,2.691,0,0,0,0,0,1,0.691107101,0.001,0,99.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.982,0,0.014,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,2138,3,24,0,0,0,0.006,12,200,4.194,0.187,4,0.076,0,1,3,3,1.8,0,0.041,0,0,0,0,4988,2827,2808,3,16,99.328,0.106,0.566,5,2803,0,0.178,99.822,0,4,2.207,0,0,0,0,0,1,0.20548433,0.867,0,99.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.895,99.328,0,0.318,0,0,0,0,0.248,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,66796,0,94,0,0,0,0,12,26044,65.533,0.006,4,0.035,1.064,2,4,7,2.462,0,0.017,0,0,0,0,212476,145587,145502,0,85,99.942,0,0.058,5,145497,0,0.003,99.997,0,4,2.764,0,0,0,0,0,1,0.7644431,0.004,0,99.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.19,99.942,0,0.044,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,4191,3460,394,0,0,0.01,0.164,18,215,3.376,0.095,7,0.004,0.761,3,5,16,1.843,0,0.084,0.034,0,0,0,17599,13016,7538,5335,143,57.913,40.988,1.099,376,7162,0,4.988,95.012,0,4,2.123,0,6.18,0,0,7.486,2,0.072631998,8.584,0,67.763,0,0,0,0,0,0,0,0,0,23.653,0,0,0,0,0,0,0,0,0,0,58.221,57.913,0,0.991,0,0,0,0,0.108,0,0,0,26.959,0,0,14.029,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,137330,0,8,0,0,0,0,7,19952,2.172,0.007,42,0.071,0,1,2,1,1,0,0.036,0,0,0,0,433266,295928,295924,0,4,99.999,0,0.001,0,295924,0,0,100,0,3,2.365,0,0,0,0,0,1,0.364529406,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.106,99.999,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALEH,788,0,71,0,0,0.936,0.013,11,80,4.964,0.381,8,0.012,0,1,3,4,2.6,0,0.013,0,0,0,0,2562,1705,1688,0,17,99.003,0,0.997,48,1640,0,2.844,97.156,0,3,2.432,0,0,0,0,0,1,0.432464455,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.233,99.003,0,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,15191,39,159,0,0,0.424,0.006,37,965,5.71,0.033,8,0.032,0.633,3,5,19,2.071,0,0.019,0,0,0,0,59532,44185,43964,39,182,99.5,0.088,0.412,80,43447,0,0.182,98.824,0,4,2.414,0,0,0,0,0,1,0.411973433,0.381,0,99.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.854,99.5,0,0.265,0,0,0,0,0.147,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,17555,0,8,0,0,0,0.009,16,743,4.309,0.046,10,0,0,0,0,0,0,0,0.009,0,0,0,0,47674,30111,30111,0,0,100,0,0,0,30111,0,0,100,0,3,2.246,0,0,0,0,0,1,0.245856996,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,62063,0,172,0,0,0,0.002,16,7505,5.119,0.01,9,0.014,0.581,3,4,18,1.976,0,0.008,0,0,0,0,216209,153976,153824,0,152,99.901,0,0.099,151,153673,0,0.098,99.902,0,4,2.283,0,0,0,0,0,1,0.282459174,0.32,0,99.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.831,99.901,0,0.054,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,1366,0,5,0,0,0.042,0.011,14,50,4.087,0.147,2,0,0,0,0,0,0,0,0.011,0,0,0,0,3064,1694,1694,0,0,100,0,0,0,1694,0,0,100,0,3,2.196,0,0,0,0,0,1,0.196576151,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,152127,13,116,0,0,0,0,37,22779,1.621,0.005,28,0.023,1.739,2,4,7,2.286,0,0.011,0,0,0,0,477755,325515,325382,3,130,99.959,0.001,0.04,32,325350,0,0.01,99.99,0,4,2.446,0,0,0,61.538,0,1,0.445980417,0.003,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.816,99.959,0,0.023,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,51425,0,5,0,0,0,0,2,22524,4.148,0.008,5,0.2,0,1,2,1,1,0,0.1,0,0,0,0,180012,128582,128579,0,3,99.998,0,0.002,0,128579,0,0,100,0,3,2.468,0,0,0,0,0,1,0.468241315,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.867,99.998,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,3555,1226,259,0,0,0,0.004,14,51,2.983,0.169,6,0.012,1.158,11,5,19,2.01,0,0.008,0.054,0,0,0,10242,6430,4623,1595,212,71.897,24.806,3.297,132,4491,0,2.855,97.145,0,4,2.121,0,6.976,0.163,0.163,20.228,2,0.080250919,8.625,0,57.951,0,0,0,0,0,0,0,0,0,33.423,0,0,0,0,0,0,0,0,0,0,26.744,71.897,0,3.219,0,0,0,0,0.078,0,0,0,20.264,0,0,0.342,0,1.446,0,0,0,0,2.753,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,78977,0,7,0,0,0,0,20,218,3.053,0,1,0.286,0,1,2,3,3,0,0.143,0,0,0,0,200696,121712,121708,0,4,99.997,0,0.003,0,121708,0,0,100,0,3,2.351,0,0,0,0,0,1,0.351119072,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.235,99.997,0,0.002,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,1663,2,22,0,0,0,0.008,11,84,3.963,0.241,4,0.082,0,1,3,3,2,0,0.045,0,0,0,0,3962,2278,2264,2,12,99.385,0.088,0.527,21,2243,0,0.928,99.072,0,4,2.242,0,0,0,0,0,1,0.233215548,3.977,0,96.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,99.385,0,0.351,0,0,0,0,0.176,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,3000,1135,471,0,0,0.134,0.004,14,53,3.024,0.2,6,0.008,0.637,12,6,35,3.142,0,0.006,0.053,0,0,0,9826,6357,3897,2053,407,61.302,32.295,6.402,131,3766,0,3.362,96.638,0,4,2.13,0,6.9,0.176,0.176,18.238,2,0.083910701,8.868,0,59.48,0,0,0,0,0,0,0,0,0,31.651,0,0,0,0,0,0,0,0,0,0,42.159,61.302,0,6.277,0,0,0,0,0.126,0,0,0,18.735,0,0,9.124,0,1.196,0,0,0,0,3.241,0,0,0,0,0,0
Train,EL,ALCRO,178,222,27,0,0,0,0.027,4,54,8.105,0,1,0.011,0,1,2,1,1,0,0.019,0,0,0,0,997,793,164,623,6,20.681,78.562,0.757,10,154,0,6.098,93.902,0,3,2.061,0,0,0,10.811,0,1,0.06097561,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.681,0,0.252,0,0,0,0,0.504,0,0,0,30.517,0,0,47.919,0,0.126,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALE,47264,0,26,0,0,0,0,14,6131,5.786,0.011,6,0,0,0,0,0,0,0,0,0,0,0,0,287975,240687,240687,0,0,100,0,0,61,240626,0,0.025,99.975,0,4,2.714,0,0,0,0,0,1,0.71405186,0.021,0,99.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCHO,117,19,5,0,0,0,0.169,35,8,1.706,0,1,0,0,1,0,1,1,0,0.169,0,0,0,0,277,156,132,21,3,84.615,13.462,1.923,7,125,0,5.303,94.697,0,3,2.121,0,0,0,26.316,0,1,0.121212121,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,84.615,0,1.923,0,0,0,0,0,0,0,0,12.179,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,203,0,60,0,0,0,0.031,8,54,6.222,0,1,0.09,0,1,5,14,2.789,0,0.06,0,0,0,0,572,310,245,0,65,79.032,0,20.968,51,194,0,20.816,79.184,0,3,2.314,0,0,0,0,0,1,0.314285714,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.935,79.032,0,17.097,0,0,0,0,3.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,2335,2335,8,0,0,0,0,0,0,0,0,0,0.095,0,1,2,1,1,0,0.095,0,0,0,0,4683,2341,0,2335,6,0,99.744,0.256,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0.128,0,0,0,99.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,150593,117925,116,0,0,0,0,40,22063,2.212,0.005,27,0.023,1.739,2,4,7,2.286,0,0.011,0,0,0,0,747897,597191,337209,259852,130,56.466,43.512,0.022,32,337177,0,0.009,99.991,0,4,2.478,0,0,0.002,0.007,0,1,0.477878704,0.003,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.834,56.466,0,0.013,0,0,0,0,0.009,0,0,0,19.361,0,0,16.715,0,0,0,0,0,0,7.436,0,0,0,0,0,0
Train,EL,ALER,85057,0,5,0,0,0,0,2,22757,4.305,0.004,4,0.2,0,1,2,1,1,0,0.1,0,0,0,0,275056,189994,189991,0,3,99.998,0,0.002,0,189991,0,0,100,0,3,2.587,0,0,0,0,0,1,0.587096231,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.756,99.998,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,34486,0,29,0,0,0,0,12,13786,2.635,0.006,4,0.052,0,1,3,3,1.5,0,0.026,0,0,0,0,107138,72624,72606,0,18,99.975,0,0.025,5,72601,0,0.007,99.993,0,4,2.461,0,0,0,0,0,1,0.460898548,0.015,0,99.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.885,99.975,0,0.012,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,7740,7719,803,0,0,0.041,0.199,22,271,3.699,0.065,7,0.003,0.374,3,8,23,2.15,0,0.101,0.079,0,0,0,35542,27001,14859,11771,371,55.031,43.595,1.374,575,14284,0,3.87,96.13,0,5,2.183,0,15.181,0,0,15.222,2,0.126690894,3.506,0,65.286,0,0,0,0,0,0,0,0,0,31.208,0,0,0,0,0,0,0,0,0,0,69.081,55.031,0,1.274,0,0,0,0,0.1,0,0,0,31.814,0,0,11.781,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,3532,1226,251,0,0,0.061,0.004,14,51,2.988,0.17,6,0.013,1.195,11,5,19,2.01,0,0.008,0.054,0,0,0,10184,6403,4598,1593,212,71.81,24.879,3.311,123,4475,0,2.675,97.325,0,4,2.121,0,7.022,0.163,0.163,20.228,2,0.080469769,8.514,0,57.973,0,0,0,0,0,0,0,0,0,33.514,0,0,0,0,0,0,0,0,0,0,27.739,71.81,0,3.233,0,0,0,0,0.078,0,0,0,20.35,0,0,0.312,0,1.452,0,0,0,0,2.764,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALEH,956,67,56,0,0,0.149,0.015,9,72,3.9,0.314,3,0.069,0,1,3,41,7.286,0,0.042,0,0,0,0,2316,1305,1185,69,51,90.805,5.287,3.908,29,1156,0,2.447,97.553,0,4,2.057,0,0,0,0,0,1,0.048945148,24.138,0,75.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.727,90.805,0,3.908,0,0,0,0,0,0,0,0,5.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCO,24,53,43,0,0,10.87,0.032,2,2,1.333,4.348,2,0,0,0,0,0,0,0,0.032,0.304,0,0,0,222,156,69,87,0,44.231,55.769,0,25,44,0,36.232,63.768,0,3,2.942,0,87.5,0,0,39.623,2,0.623188406,0,0,75.581,0,0,0,0,0,0,0,0,0,24.419,0,0,0,0,0,0,0,0,0,0,0,44.231,0,0,0,0,0,0,0,0,0,0,32.692,0,0,23.077,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,289,1383,64,0,0,0.199,0.021,6,51,3.943,0.694,2,0,0,0,0,0,0,0,0.021,0.011,0,0,0,2367,2015,355,1658,2,17.618,82.283,0.099,49,306,0,13.803,86.197,0,3,2.223,0,1.384,0,0,0.289,2,0.116901408,0,0,95.181,0,0,0,0,0,0,0,0,0,4.819,0,0,0,0,0,0,0,0,0,0,0,17.618,0,0,0,0,0,0,0.099,0,0,0,68.387,0,0,13.896,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,7801,22,21,0,0,0,0.007,15,240,5.927,0.026,4,0.11,0,1,3,6,2.5,0,0.058,0,0,0,0,27310,19490,19447,22,21,99.779,0.113,0.108,70,19377,0,0.36,99.64,0,4,2.471,0,0,0,0,0,1,0.467578547,0.671,0,99.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.623,99.779,0,0.051,0,0,0,0,0.056,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,137,206,15,0,0,1.548,0.063,6,35,3.944,1.471,2,0.076,0,1,2,4,4,0,0.069,0.401,0,0,0,900,749,287,457,5,38.318,61.015,0.668,18,269,0,6.272,93.728,0,4,2.526,0,83.942,0.971,19.903,55.825,2,0.452961672,2.692,0,53.077,0,0,0,0,0,0,0,0,0,44.231,0,0,0,0,0,0,0,0,0,0,53.623,38.318,0,0.534,0,0,0,0,0.134,0,0,0,25.901,0,0,32.844,0,0.668,0,0,0,0,1.602,0,0,0,0,0,0
Train,EL,ALER,29005,37,34,0,0,0,0.004,17,708,3.685,0.017,8,0.05,2.941,2,2,4,2.333,0,0.027,0,0,0,0,87331,58293,58216,37,40,99.868,0.063,0.069,35,58181,0,0.06,99.94,0,4,2.23,0,0,0,0,0,1,0.229524529,0.262,0,99.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.485,99.868,0,0.024,0,0,0,0,0.045,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,142884,0,8,0,0,0,0,0,0,0,0,0,0.095,0,1,2,1,1,0,0.095,0,0,0,0,3280796,3137905,3137899,0,6,100,0,0,0,3137899,0,0,100,0,3,3,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALH,637,65,213,0,0,0,0.028,13,15,2.835,0.472,3,0.009,0.939,2,5,6,2,0,0.019,0,0,0,0,1897,1048,901,65,82,85.973,6.202,7.824,195,706,0,21.643,78.357,0,3,2.216,0,0,0,0,0,1,0.216426193,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.59,85.973,0,7.824,0,0,0,0,0,0,0,0,6.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,103899,0,6,0,0,0,0,4,19952,3.504,0.003,4,0.133,0,1,2,1,1,0,0.067,0,0,0,0,332652,228747,228744,0,3,99.999,0,0.001,0,228744,0,0,100,0,3,2.472,0,0,0,0,0,1,0.471588326,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.106,99.999,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALER,4178,0,51,0,0,0,0.012,13,253,6.948,0.096,5,0.014,3.922,2,3,3,1.333,0,0.013,0,0,0,0,14662,10434,10410,0,24,99.77,0,0.23,158,10252,0,1.518,98.482,0,4,2.366,0,0,0,0,0,1,0.35129683,4.32,0,95.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.425,99.77,0,0.077,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALR,38,50,59,0,0,0,0.033,2,7,1.938,8.108,3,0.028,3.39,2,3,5,1.579,0,0.031,0,0,0,0,266,170,69,64,37,40.588,37.647,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,1,0.550724638,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,40.588,0,17.647,0,0,0,0,4.118,0,0,0,29.412,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,EL,ALCRO,53105,13,116,0,0,0,0,22,16741,1.822,0.017,24,0.023,1.739,2,4,7,2.286,0,0.012,0,0,0,0,169162,115944,115811,3,130,99.885,0.003,0.112,32,115779,0,0.028,99.972,0,4,2.316,0,0,0,61.538,0,1,0.315574514,0.014,0,99.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.269,99.885,0,0.065,0,0,0,0,0.047,0,0,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
